text,topic,summary
"

	A change of habits will not alter nature.

	

	

	

	

	",a raven and a swan_segment_2.txt, A change of habits will not alter nature.    -  “A change of habit will not change nature.” – - ‘-“ ”�-‘ �
"

	'If this wheat is not harvested at once,' said the Farmer, 'we shall lose half the crop. We cannot wait any longer for help from our friends. Tomorrow we must set to work, ourselves.'",the lark and her young ones_segment_3.txt," Farmer: 'If this wheat is not harvested at once, we shall lose half the crop'"
"

	When John saw her, his face became as red as a drop of blood, and he could scarcely utter a word. The princess looked exactly like the beautiful lady with the golden crown, of whom he had dreamed on the night his father died. She appeared to him so lovely that he could not help loving her.",the travelling companion_segment_31.txt," The princess looked exactly like the beautiful lady with the golden crown, of whom he had dreamed on the night his father died . She appeared to him so lovely that he could not help loving her ."
"

	'That is evident.'

	'What will people think of us?'

	'That we are tipsy also.'

	'What shall we do?'",lost in a london fog_segment_18.txt," 'What will people think of us?'   'That we are tipsy also.' 'What shall we do?'  'What is evident?' 'That is evident.' 'That's evident,'    'That is"
"

	'You may be a very good bird,' answered the Farmer, 'but I caught you with the thieving Cranes and you will have to share the same punishment with them.'

	You are judged by the company you keep.

	

	

	

	",the farmer and the stork_segment_1.txt," 'You may be a very good bird,' said the Farmer, 'but I caught you with the thieving Cranes and you will have to share the same punishment with them'"
"We offer a longer version of this story by James Baldwin, The Blind Men and the Elephant. You may enjoy our collection of Short Stories for Children and Children's Poems

	7.5                Add  The Blind Men and the Elephant to your library.     ",the blind men and the elephant_segment_0.txt," We offer a longer version of this story by James Baldwin, The Blind Men and the Elephant . You may enjoy our collection of Short Stories for Children and Children's Poems ."
"

	'Do not be frightened, children,' said the Mother Lark. 'If the Farmer said he would call in his neighbors and friends to help him do his work, this wheat will not be reaped for a while yet.'

	A few days later, the wheat was so ripe, that when the wind shook the stalks, a hail of wheat grains came rustling down on the young Larks' heads.",the lark and her young ones_segment_2.txt," A few days later, the wheat was so ripe, that when the wind shook the stalks, a hail of wheat grains came rustling down on the young Larks' heads . 'Do not be frightened, children,' said the"
"Two Frogs lived together in a marsh. But one hot summer the marsh dried up, and they left it to look for another place to live in: for frogs like damp places if they can get them. By and by they came to a deep well, and one of them looked down into it, and said to the other, 'This looks a nice cool place: let us jump in and settle here.' But the other, who had a wiser head on his shoulders, replied, 'Not so fast, my friend: supposing this well dried up like the marsh, how should we get out again?'",the frogs and the well_segment_0.txt, Two Frogs lived together in a marsh but the marsh dried up one summer . They left it to look for another place to live in: for frogs like damp places if they can get them . By and by they came to a deep
"

	And then quick we were right at the depot, and there was a big gang of yaps, the kind that goes to the fairs, and crowded and milling around like cattle, and how could I tell her? âIt wonât be long because youâll write and Iâll write to you.â Thatâs all she said.",im a fool_segment_55.txt," There was a big gang of yaps, the kind that goes to the fairs, and crowded and milling around like cattle, and how could I tell her? âll write and Iâ"
"It was a hard jolt for me, one of the most bitterest I ever had to face. And it all came about through my own foolishness too. Even yet sometimes, when I think of it, I want to cry or swear or kick myself. Perhaps, even now, after all this time, there will be a kind of satisfaction in making myself look cheap by telling of it.",im a fool_segment_0.txt," It was a hard jolt for me, one of the most bitterest I ever had to face . Even yet sometimes, when I think of it, I want to cry or swear or kick myself . Perhaps, even now,"
"

	She got on very well till she came to the bridge and stopped to look over the railing at the water running by so fast, and the turtles sunning themselves on the rocks. Lily was fond of throwing stones at them; it was so funny to watch them tumble, heels over head, splash into the water. Now, when she saw three big fellows close by, she stooped for a stone, and just at that minute a gale of wind nearly took the umbrella out of her hand. She clutched it fast; and away she went like a thistle-down, right up in the air, over river and hill, houses and trees, faster and faster, till her head spun round, her breath was all gone, and she had to let go. The dear red umbrella flew away like a leaf; and Lily fell down, down, till she went crash into a tree which grew in such a curious place that she forgot her fright as she sat looking about her, wondering what part of the world it could be.",the candy country_segment_2.txt," Lily was fond of throwing stones at them; it was so funny to watch them tumble, heels over head, splash into the water . Now, when she saw three big fellows close by, she stooped for a stone, and just"
"

	'And there's a poor little creature bound fast in it,' said another.

	The boat now came close to our beetle's ship, and the young girls fished it out of the water. One of them drew a small pair of scissors from her pocket, and cut the worsted without hurting the beetle, and when she stepped on shore she placed him on the grass. 'There,' she said, 'creep away, or fly, if thou canst. It is a splendid thing to have thy liberty.' Away flew the beetle, straight through the open window of a large building; there he sank down, tired and exhausted, exactly on the mane of the emperor's favorite horse, who was standing in his stable; and the beetle found himself at home again. For some time he clung to the mane, that he might recover himself. 'Well,' he said, 'here I am, seated on the emperor's favorite horse,âsitting upon him as if I were the emperor himself. But what was it the farrier asked me? Ah, I remember now,âthat's a good thought,âhe asked me why the golden shoes were given to the horse. The answer is quite clear to me, now. They were given to the horse on my account.' And this reflection put the beetle into a good temper. The sun's rays also came streaming into the stable, and shone upon him, and made the place lively and bright. 'Travelling expands the mind very much,' said the beetle. 'The world is not so bad after all, if you know how to take things as they come.'",the beetle who went on his travels_segment_29.txt," The beetle sat on the mane of the emperor's favorite horse, who was standing in his stable . 'The world is not so bad after all, if you know how to take things as they come,' he said ."
"

	''I shall read yours also,' said Maecenas; 'but to speak honestlyâyou know I never hide my opinion from youâI don't expect much from it, for you are much too wild, too fantastic. But it must be allowed that, as a man, you are highly respectable.'

	'A young girl sat in a corner; and she read in a book these words:

	''In the dust lies genius and glory, But ev'ry-day talent will pay. It's only the old, old story, But the piece is repeated each day.''",what the moon saw_segment_40.txt," Maecenas: 'You are much too wild, too fantastic. But it must be allowed that, as a man, you are highly respectable'"
"

	The two soon came to blows, and while they were fighting, the Ass took to its heels.

	In quarreling about the shadow we often lose the substance.

	

	

	

	",the ass and its shadow_segment_3.txt," The Ass soon came to blows, and while they were fighting, the Ass took to its heels ."
"

	Immediately after the betrothal came the marriage, for there was no reason to delay. The following day passed very pleasantly, and the next was tolerably comfortable; but on the third it became necessary for him to think of getting food for his wife, and, perhaps, for children.",the beetle who went on his travels_segment_21.txt," The following day passed very pleasantly, and the next was tolerably comfortable . But on the third it became necessary for him to think of getting food for his wife, and, perhaps, for children ."
"

	Bent on clutching this spar of salvation, I burst out of our cab and hastened up to the astonished pair. What I said I don't know, but vaguely remember jumbling into my appeal all the names of all the celebrated and respectable persons whom I knew on both sides of the water, for I felt that my appearance was entirely against me, and really expected to be told to go about my business.",lost in a london fog_segment_29.txt," I felt that my appearance was entirely against me, and really expected to be told to go about my business . What I said I don't know, but vaguely remember jumbling into my appeal all the names of all the celebrated and respectable"
"

	He pictured it all so plainly to himself, that he smiled even while the tears ran down his cheeks.",the travelling companion_segment_5.txt, He pictured it all so plainly to himself that he smiled even while the tears ran down his cheeks .
"

	The strong are apt to settle questions to their own advantage.

	8.8                Add  The Rabbit The Weasel And The Cat to your library.     ",the rabbit the weasel and the cat_segment_2.txt, Add  The Rabbit The Weasel And The Cat to your library . The strong are apt to settle questions to their own advantage .
"

	'Perhaps you came from a dung-heap,' observed the oldest of them.

	'No, indeed, I came from a much grander place,' replied the beetle; 'I came from the emperor's stable, where I was born, with golden shoes on my feet. I am travelling on a secret embassy, but you must not ask me any questions, for I cannot betray my secret.'",the beetle who went on his travels_segment_18.txt," The beetle is travelling on a secret embassy, but you must not ask me any questions, for I cannot betray my secret . 'Perhaps you came from a dung-heap,' observed the oldest of them ."
"

	Nonsense, replied the two dreadful men. He has cheated us; he owed us money which he could not pay, and now he is dead we shall not get a penny; so we mean to have our revenge, and let him lie like a dog outside the church door.

	I have only fifty dollars, said John, it is all I possess in the world, but I will give it to you if you will promise me faithfully to leave the dead man in peace. I shall be able to get on without the money; I have strong and healthy limbs, and God will always help me.",the travelling companion_segment_15.txt," The two dreadful men said they were going to have revenge for the dead man . They said he owed them money which he could not pay, and now he is dead we shall not get a penny . John said he had only fifty dollars"
"

	'That is a very dangerous place for you,' he called out, pretending to be very anxious about the Goat's safety. 'What if you should fall! Please listen to me and come down! Here you can get all you want of the finest, tenderest grass in the country.'

	The Goat looked over the edge of the cliff.

	'How very, very anxious you are about me,' she said, 'and how generous you are with your grass! But I know you! It's your own appetite you are thinking of, not mine!'",the wolf and the goat_segment_1.txt," 'That is a very dangerous place for you,' he called out, pretending to be very anxious about the Goat's safety . 'What if you should fall! Please listen to me and come down! Here you can get all you want"
"

	I told about our place down at Marietta, and about the big stables and the grand brick house we had on a hill, up above the Ohio River, but I knew enough not to do it in no bragging way. What I did was to start things and then let them drag the rest out of me. I acted just as reluctant to tell as I could. Our family hasnât got any barrel factory, and since Iâve known us, weâve always been pretty poor, but not asking anything of anyone at that, and my grandfather, over in Walesâbut never mind that.",im a fool_segment_39.txt," I acted just as reluctant to tell as I could, but I knew enough not to do it in no bragging way . What I did was to start things and then let them drag the rest out of me . Our family hasnâ�"
"

	The young Larks in their nest close by were much frightened, for they knew they would be in great danger if they did not leave the nest before the reapers came. When the Mother Lark returned with food for them, they told her what they had heard.",the lark and her young ones_segment_1.txt," The young Larks in their nest close by were frightened, for they knew they would be in great danger if they did not leave the nest before the reapers came . When the Mother Lark returned with food for them, they told"
"

	And that was before prohibition and all that foolishness, and so you went into a saloon, the two of you, and all the yaps come and stood around, and there was always someone pretended he was horsey and knew things and spoke up and began asking questions, and all you did was to lie and lie all you could about what horses you had, and I said I owned them, and then some fellow said âWill you have a drink of whiskeyâ and Burt knocked his eye out the way he could say, offhand like, âOh well, all right, Iâm agreeable to a little nip. Iâll split a quart with you.â Gee whizz.",im a fool_segment_11.txt," There was always someone pretended he was horsey and knew things and spoke up and began asking questions . All you did was to lie and lie all you could about what horses you had, and I said I owned them . Then some fellow"
"

	So he left his home in the woods and fields and flew down to live on the lakes and in the marshes. But though he washed and washed all day long, almost drowning himself at it, his feathers remained as black as ever. And as the water weeds he ate did not agree with him, he got thinner and thinner, and at last he died.",a raven and a swan_segment_1.txt," So he left his home in the woods and fields and flew down to live on the lakes and marshes . But though he washed and washed all day long, almost drowning himself at it, his feathers remained as black as ever . And"
"

	My own people are all O. K. too, when you come to that. My grandfather was Welsh and over in the old country, in Wales he wasâbut never mind that.",im a fool_segment_20.txt," My grandfather was Welsh and over in the old country, in Wales he was . But never mind that. My own people are all O.K. K. too, when you come to that ."
"

	'Have you ever been in the Emperor's stable?' asked the beetle. 'There the moisture is warm and refreshing; that's the climate for me, but I could not take it with me on my travels. Is there not even a dunghill here in this garden, where a person of rank, like myself, could take up his abode and feel at home?' But the frogs either did not or would not understand him.",the beetle who went on his travels_segment_9.txt," Beetle asked frog: 'Have you ever been in the Emperor's stable?' 'There the moisture is warm and refreshing; that's the climate for me, but I could not take it with me on my travels. Is there not even"
"

	'But I shall try to get so far,' said the beetle, and he walked off without taking any formal leave, which is considered a polite thing to do.

	When he arrived at the ditch, he met several friends, all them beetles; 'We live here,' they said, 'and we are very comfortable. May we ask you to step down into this rich mud, you must be fatigued after your journey.'

	'Certainly,' said the beetle, 'I shall be most happy; I have been exposed to the rain, and have had to lie upon linen, and cleanliness is a thing that greatly exhausts me; I have also pains in one of my wings from standing in the draught under a piece of broken crockery. It is really quite refreshing to be with one's own kindred again.'",the beetle who went on his travels_segment_17.txt," The beetle walked off without taking any formal leave, which is considered a polite thing to do . When he arrived at the ditch, he met several friends, all them beetles . 'We live here,' they said, 'and we are"
"

	Iâll bet you whatâif I hadnât a drunk that booze Iâd a never been such a boob as to go tell such a lieâthat couldnât never be made straight to a lady like her.",im a fool_segment_60.txt, If I hadn’t a drunk that booze I’d a never been such a boob as to go tell such a lieâthat couldnâ t never be made straight to a
"

	FOURTEENTH EVENING

	'I was gliding over the Luneburg Heath,' the Moon said. 'A lonely hut stood by the wayside, a few scanty bushes grew near it, and a nightingale who had lost his way sang sweetly. He died in the coldness of the night: it was his farewell song that I heard.",what the moon saw_segment_47.txt," 'I was gliding over the Luneburg Heath,' the Moon said . 'A lonely hut stood by the wayside, a nightingale who had lost his way sang sweetly,' he said ."
"

	Dear little men and women, looking as if they had stepped off of wedding cakes and bonbons, went about in their gay sugar clothes, laughing and talking in the sweetest voices. Bits of babies rocked in open-work cradles, and sugar boys and girls played with sugar toys in the most natural way. Carriages rolled along the jujube streets, drawn by the red and yellow barley horses we all love so well; cows fed in the green fields, and sugar birds sang in the trees.",the candy country_segment_6.txt," Dear little men and women, looking as if they had stepped off of wedding cakes and bonbons, went about in their gay sugar clothes, laughing and talking in the sweetest voices . Bits of babies rocked in open-work crad"
"

	'But this evening, only a few minutes ago, I looked down into the same courtyard. Everything was quiet. But presently the little girl came forth again, crept quietly to the hen-house, pushed back the bolt, and slipped into the apartment of the hen and chickens. They cried out loudly, and came fluttering down from their perches, and ran about in dismay, and the little girl ran after them. I saw it quite plainly, for I looked through a hole in the hen-house wall. I was angry with the willful child, and felt glad when her father came out and scolded her more violently than yesterday, holding her roughly by the arm; she held down her head, and her blue eyes were full of large tears. 'What are you about here?' he asked. She wept and said, 'I wanted to kiss the hen and beg her pardon for frightening her yesterday; but I was afraid to tell you.'",what the moon saw_segment_5.txt," Little girl crept quietly to the hen-house, pushed back the bolt, and slipped into the apartment of the hen and chickens . They cried out loudly, and came fluttering down from their perches, and ran about in dismay ."
"In a spell of dry weather, when the Birds could find very little to drink, a thirsty Crow found a pitcher with a little water in it. But the pitcher was high and had a narrow neck, and no matter how he tried, the Crow could not reach the water. The poor thing felt as if he must die of thirst.

	Then an idea came to him. Picking up some small pebbles, he dropped them into the pitcher one by one. With each pebble the water rose a little higher until at last it was near enough so he could drink.",the crow and the pitcher_segment_0.txt," A thirsty Crow found a pitcher with a little water in it when he couldn't reach it . Picking up some small pebbles, he dropped them into the pitcher one by one . With each pebble the water rose a"
"

	All the Mice were much surprised that they had not thought of such a plan before. But in the midst of the rejoicing over their good fortune, an old Mouse arose and said:

	'I will say that the plan of the young Mouse is very good. But let me ask one question: Who will bell the Cat?'",belling the cat_segment_2.txt," All the Mice were surprised that they had not thought of such a plan before . But in the midst of the rejoicing over their good fortune, an old Mouse arose and said: 'Let me ask one question: Who will bell"
"

	A dense fog had come on, and nothing was visible but a short bit of muddy street, and lamps looming dimly through the mist. Our driver was as husky as if it had got into his throat, and the big, white horse looked absolutely ghostly as he went off at the breakneck pace which seems as natural to the London cab-horse as mud is to London streets.

	'Isn't it fun to go rattling round in this all-out-of-doors style, through a real London fog?' said my sister, who was now enjoying her first visit to this surprising city.",lost in a london fog_segment_4.txt," A dense fog had come on, and nothing was visible but a short bit of muddy street, and lamps looming dimly through the mist . Our driver was as husky as if it had got into his throat, and the big,"
"

	One thingâs about as good as another, if you take it just right. Iâve often said that.

	Well, right in front of me, in the grandstand that day, there was a fellow with a couple of girls and they was about my age. The young fellow was a nice guy, all right. He was the kind maybe that goes to college and then comes to be a lawyer or maybe a newspaper editor or something like that, but he wasnât stuck on himself. There are some of that kind are all right and he was one of the ones.",im a fool_segment_17.txt," The young fellow was a nice guy, all right . He was the kind maybe that goes to college and then comes to be a lawyer or maybe a newspaper editor . There are some of that kind are all right and he was one of"
"

	This Mr. Mathers had a lot of money and owned some coal mines or something and he had a swell place out in the country, and he was stuck on race horses, but was a Presbyterian or something, and I think more than likely his wife was one too, maybe a stiffer one than himself. So he never raced his horses hisself, and the story round the Ohio race tracks was that when one of his horses got ready to go to the races he turned him over to Bob French and pretended to his wife he was sold.",im a fool_segment_23.txt," Mr. Mathers had a lot of money and owned some coal mines or something and he had a swell place out in the country . He was stuck on race horses, but was a Presbyterian or something . So he never raced his"
"

	'From a town in Fezzan I followed a caravan. On the margin of the sandy desert, in a salt plain, that shone like a frozen lake, and was only covered in spots with light drifting sand, a halt was made. The eldest of the companyâthe water gourd hung at his girdle, and on his head was a little bag of unleavened breadâdrew a square in the sand with his staff, and wrote in it a few words out of the Koran, and then the whole caravan passed over the consecrated spot. A young merchant, a child of the East, as I could tell by his eye and his figure, rode pensively forward on his white snorting steed. Was he thinking, perchance, of his fair young wife? It was only two days ago that the camel, adorned with furs and with costly shawls, had carried her, the beauteous bride, round the walls of the city, while drums and cymbals had sounded, the women sang, and festive shots, of which the bridegroom fired the greatest number, resounded round the camel; and now he was journeying with the caravan across the desert.",what the moon saw_segment_61.txt," A young merchant, a child of the East, rode pensively forward on his white snorting steed . Was he thinking, perchance, of his fair young wife? It was only two days ago that the camel, adorned"
"

	'Suddenly some one came to the door, which opened, and the mother of the children appeared. You should have seen her in her dumb terror, with her face as white as chalk, her mouth half open, and her eyes fixed in a horrified stare. But the youngest boy nodded to her in great glee, and called out in his infantile prattle, 'We're playing at soldiers.' And then the bear leader came running up.'",what the moon saw_segment_82.txt," The mother of the children appeared in terror when the bear leader came running up . But the youngest boy nodded to her in great glee, 'We're playing at soldiers'"
"

	How dark the sky is becoming, said John; and look at those thick, heavy clouds.

	Those are not clouds, replied his fellow-traveller; they are mountainslarge lofty mountainson the tops of which we should be above the clouds, in the pure, free air. Believe me, it is delightful to ascend so high, tomorrow we shall be there. But the mountains were not so near as they appeared; they had to travel a whole day before they reached them, and pass through black forests and piles of rock as large as a town. The journey had been so fatiguing that John and his fellow-traveller stopped to rest at a roadside inn, so that they might gain strength for their journey on the morrow. In the large public room of the inn a great many persons were assembled to see a comedy performed by dolls. The showman had just erected his little theatre, and the people were sitting round the room to witness the performance. Right in front, in the very best place, sat a stout butcher, with a great bull-dog by his side who seemed very much inclined to bite. He sat staring with all his eyes, and so indeed did every one else in the room. And then the play began. It was a pretty piece, with a king and a queen in it, who sat on a beautiful throne, and had gold crowns on their heads. The trains to their dresses were very long, according to the fashion; while the prettiest of wooden dolls, with glass eyes and large mustaches, stood at the doors, and opened and shut them, that the fresh air might come into the room. It was a very pleasant play, not at all mournful; but just as the queen stood up and walked across the stage, the great bull-dog, who should have been held back by his master, made a spring forward, and caught the queen in the teeth by the slender wrist, so that it snapped in two. This was a very dreadful disaster. The poor man, who was exhibiting the dolls, was much annoyed, and quite sad about his queen; she was the prettiest doll he had, and the bull-dog had broken her head and shoulders off. But after all the people were gone away, the stranger, who came with John, said that he could soon set her to rights. And then he brought out his box and rubbed the doll with some of the salve with which he had cured the old woman when she broke her leg. As soon as this was done the dolls back became quite right again; her head and shoulders were fixed on, and she could even move her limbs herself: there was now no occasion to pull the wires, for the doll acted just like a living creature, excepting that she could not speak. The man to whom the show belonged was quite delighted at having a doll who could dance of herself without being pulled by the wires; none of the other dolls could do this.",the travelling companion_segment_23.txt, The journey had been so fatiguing that John and his fellow-traveller stopped to rest at a roadside inn . In the large public room of the inn a great many persons were assembled to see a comedy performed by dolls . It
"

	I am a poor lad, and live in one of the narrowest of lanes; but I do not want for light, as my room is high up in the house, with an extensive prospect over the neighbouring roofs. During the first few days I went to live in the town, I felt low-spirited and solitary enough. Instead of the forest and the green hills of former days, I had here only a forest of chimney-pots to look out upon. And then I had not a single friend; not one familiar face greeted me.",what the moon saw_segment_1.txt," A poor lad, writes about his life in a small town with no friends and no familiar faces ."
"

	On and on we went, but not a felt helmet appeared, and never did escaping fugitive look more eagerly for the North Star than I did for a gleaming badge on a blue coat.",lost in a london fog_segment_13.txt," On and on we went, but not a felt helmet appeared . Never did escaping fugitive look more eagerly for the North Star than I did for a gleaming badge on a blue coat ."
"

	'On the dais sat his Holiness Srimal Muniswamappa Rama-Swami, and on either side of him stood anxious disciples who looked with awe at his thin, clean-shaven lips and fanned his holy old poll with silver-handled yak tails. Near him sat the pleader and a few Brahmin grandees, whom he was in the habit of consulting in cases of importance. At a respectful distance were the men of the clan: they filed in slowly, prostrating themselves in turn before the Swami and uttering the name of the presiding deity with trembling lips, while his Holiness smiled a contemplative smile, and while his fingers counted the beads on his rosary. The proceeding opened with a sermon pronounced by the Swami. First, he praised Ganesa, Sarasvati, and half a dozen other assorted deities, and then with a great abundance of detail and many long-winded quotations he set forth the duties of the twice-born. He told them that a Brahmin should not break up clods of earth nor tear up the grass under bis feet; that he should not look at the setting sun, the vising sun, the sun in eclipse, the image of the sun in a pool of water; that be should not point at the stars with fingers of irreverence; that he should not sleep with his head turned toward the north or west; that he should abstain from cutting his nails with his teeth, from using the same toothstick more than once, from eating off plates used by others, and from wearing sandals worn by strangersâand a thousand such foolish injunctions. The assembly was politely bored, but the Swami enjoyed himself hugely. For it gave him an opportunity to show his great learning and his wonderful memory, and then, like most holy men, he loved to lay stress on the outward emblems of his faith. lie illustrated his sermon by relating several horrid examples, chiefly that of a wicked barber who had shaved a Brahmin with a razor which had been polluted by the shadow of a low-caste falling on it. Finally, be commented on the advent of modernity and expounded with more lengthy and tiresome quotations how the devils of progress, skepticism, irreverence, and anarchy were making headway amongst the twice-born, how the young Brahmins were making their names a name of scorn in the present world and spoiling their chances for the future world.",strength of the little thin thread_segment_3.txt, Srimal Muniswamappa Rama-Swami set forth duties of the twice-born . He told them that a Brahmin should not break up clods of earth nor tear up the grass under bis feet .
"

	The road led across a treeless plain where the Sun beat down fiercely. So intense did the heat become, that the Traveler at last decided to stop for a rest, and as there was no other shade to be found, the Traveler sat down in the shadow of the Ass.",the ass and its shadow_segment_1.txt, The Traveler sat down in the shadow of the Ass .
"'I shall take mamma's red sun-umbrella, it is so warm, and none of the children at school will have one like it,' said Lily, one day, as she went through the hall.

	'The wind is very high; I'm afraid you'll be blown away if you carry that big thing,' called Nurse from the window, as the red umbrella went bobbing down the garden walk with a small girl under it.",the candy country_segment_0.txt," Lily, one of the children at school will have one like it, Lily said . Nurse called Nurse from the window as the red umbrella went bobbing down the garden walk with a small girl under it . 'I shall take mam"
"

	As John left the wood, a strong mans voice called after him, Hallo, comrade, where are you travelling?

	Into the wide world, he replied; I am only a poor lad, I have neither father nor mother, but God will help me.",the travelling companion_segment_18.txt," As John left the wood, a strong mans voice called after him, Hallo, comrade, where are you travelling? He replied; I am only a poor lad, I have neither father nor mother, but God will help me."
"

	HERE Rao, who had mocked and laughed during all this sentence, cried: 'Save your breath, oh holy one, for indeed all this tommyrot can never affect me. As to hospitality, I don't care to invite those old fossils of Brahmins into my house, nor could I ever bring myself to set foot in theirs and listen to their tiresome dissertations about the Veda and the Upanishads; besides, I've plenty of European friends. As to my children being outcasts, know, revered uncle, that I have none, and that if ever I should have any they will be Americans like myself and marry like myself. As to my father and mother being forbidden my houseâwell, they're both dead. As to my being debarred access to your templesâby the great God ShivaâI never go there anywayâ'",strength of the little thin thread_segment_5.txt," Rao mocked and laughed during all this sentence . 'Save your breath, oh holy one, for indeed all this tommyrot can never affect me. As to hospitality, I don't care to invite those old fossils of Brahmins"
"

	The little birds in the chestnut-trees twittered, Tweet, tweet; they were so happy, although they had seen the funeral; but they seemed as if they knew that the dead man was now in heaven, and that he had wings much larger and more beautiful than their own; and he was happy now, because he had been good here on earth, and they were glad of it. John saw them fly away out of the green trees into the wide world, and he longed to fly with them; but first he cut out a large wooden cross, to place on his fathers grave; and when he brought it there in the evening, he found the grave decked out with gravel and flowers. Strangers had done this; they who had known the good old father who was now dead, and who had loved him very much.",the travelling companion_segment_6.txt," The little birds in the chestnut-trees twittered, Tweet, tweet; they were so happy, although they had seen the funeral . But they seemed as if they knew that the dead man was now in heaven, and that"
"

	Yes, there may be too much of a good thing sometimes, said the magician.

	Then the princess told him that John had guessed rightly the second time, and if he succeeded the next morning, he would win, and she could never come to the mountain again, or practice magic as she had done, and therefore she was quite unhappy. I will find out something for you to think of which he will never guess, unless he is a greater conjuror than myself. But now let us be merry.",the travelling companion_segment_46.txt," The princess told him that John had guessed correctly the second time, and if he succeeded the next morning, he would win, and she could never come to the mountain again, or practice magic as she had done ."
"

	'No use, mum, describin' it, for I can't see a thing. But the Gardens can't be far off, so I'll try again.'

	'We never shall find it, so we had better ask the man to take us at once to some station, work-house, or refuge till morning,' remarked M, in such a tone of sleepy resignation that I shook her on the spot.

	Another jaunt up and down, fog getting thicker, night later, one woman sleepier and the other crosser every minute, but still no haven hove in sight. Presently the cab stopped with a decided bump against the curb-stone, and the driver reappeared, saying, with respectful firmness,â",lost in a london fog_segment_37.txt," The Gardens can't be far off, so I'll try again,' says M, in such a tone of sleepy resignation that I shook her on the spot . 'We never shall find it, so we had better ask the man to"
"

	Many plans were discussed, but none of them was thought good enough. At last a very young Mouse got up and said:

	'I have a plan that seems very simple, but I know it will be successful. All we have to do is to hang a bell about the Cat's neck. When we hear the bell ringing we will know immediately that our enemy is coming.'",belling the cat_segment_1.txt," Many plans were discussed, but none of them were thought good enough . At last a very young Mouse got up and said: 'I have a plan that seems very simple, but I know it will be successful. All we have to"
"

	'Understand! Well, I understand that it is a personal slight to me,' cried the beetle. 'It is done to annoy me, so I intend to go out into the world and seek my fortune.'",the beetle who went on his travels_segment_3.txt," 'It is done to annoy me, so I intend to go out into the world and seek my fortune,' the beetle said ."
"

	To tell the truth, I felt a little foolish that I should be sitting in the grandstand at all. During the summer before I had left my home town with Harry Whitehead and, with a n----- named Burt, had taken a job as swipe with one of the two horses Harry was campaigning through the fall race meets that year. Mother cried and my sister Mildred, who wanted to get a job as a school teacher in our town that fall, stormed and scolded about the house all during the week before I left. They both thought it something disgraceful that one of our family should take a place as a swipe with race horses. Iâve an idea Mildred thought my taking the place would stand in the way of her getting the job sheâd been working so long for.",im a fool_segment_2.txt," During the summer before I had left my home town with Harry Whitehead and, with a n----- named Burt, had taken a job as swipe with one of the two horses Harry was campaigning through the fall race meets that year ."
"

	Then John turned to have one more look at the old church, in which he had been christened in his infancy, and where his father had taken him every Sunday to hear the service and join in singing the psalms. As he looked at the old tower, he espied the ringer standing at one of the narrow openings, with his little pointed red cap on his head, and shading his eyes from the sun with his bent arm. John nodded farewell to him, and the little ringer waved his red cap, laid his hand on his heart, and kissed his hand to him a great many times, to show that he felt kindly towards him, and wished him a prosperous journey.",the travelling companion_segment_9.txt," John turned to have one more look at the old church, in which he had been christened in his infancy, and where his father had taken him every Sunday to hear the service and join in singing the psalms . As he"
"I stated it as definitely as I could. I was in a room with them.

	They had tongues like me, and hair and eyes.",the man with the trumpet_segment_0.txt," I stated it as definitely as I could. I was in a room with them. They had tongues like me, and hair and eyes, I said ."
"A Raven, which you know is black as coal, was envious of the Swan, because her feathers were as white as the purest snow. The foolish bird got the idea that if he lived like the Swan, swimming and diving all day long and eating the weeds and plants that grow in the water, his feathers would turn white like the Swan's.",a raven and a swan_segment_0.txt," A Raven, which you know is black as coal, was envious of the Swan because her feathers were as white as the purest snow . The foolish bird got the idea that if he lived like the Swan, swimming and diving all"
"

	'Well, I'm so tired, I shall go to sleep, whatever happens, and you can wake me up when it is time to scream or run,' said M, settling herself for a doze.

	I groaned dismally, and registered a vow to spend all my substance in future on the most elegant and respectable broughams procurable for money, with a gray-haired driver pledged to temperance, and a stalwart footman armed with a lantern, pistol, directory, and map of London.",lost in a london fog_segment_35.txt," 'Well, I'm so tired, I shall go to sleep, whatever happens, and you can wake me up when it's time to scream or run,' said M, settling herself for a doze ."
"

	It could not be true, he thought, that she was really a wicked witch, who ordered people to be hanged or beheaded, if they could not guess her thoughts. Every one has permission to go and ask her hand, even the poorest beggar. I shall pay a visit to the palace, he said; I must go, for I cannot help myself.",the travelling companion_segment_32.txt," Every one has permission to go and ask her hand, even the poorest beggar . I shall pay a visit to the palace, he said; I must go, for I cannot help myself ."
"

	So he went in, and seated himself; then he folded his hands, and offered up his evening prayer, and was soon fast asleep and dreaming, while the thunder rolled and the lightning flashed without. When he awoke, it was still night; but the storm had ceased, and the moon shone in upon him through the windows. Then he saw an open coffin standing in the centre of the church, which contained a dead man, waiting for burial. John was not at all timid; he had a good conscience, and he knew also that the dead can never injure any one. It is living wicked men who do harm to others. Two such wicked persons stood now by the dead man, who had been brought to the church to be buried. Their evil intentions were to throw the poor dead body outside the church door, and not leave him to rest in his coffin.",the travelling companion_segment_13.txt," John saw an open coffin standing in the centre of the church, which contained a dead man, waiting for burial . He was not at all timid; he had a good conscience and knew that the dead can never injure any one ."
